Project Name,Street Name,Property Type,Sale Date,Transacted Price ($),Unit Price ($ PSF),Area (SQFT),Postal District,Floor Level,Tenure,latitude,longitude,geocoded_address,price_level,psf_level
THOMSON GARDEN ESTATE,UPPER THOMSON ROAD,Shop House,2023-05-01,5800000,3037.0,1909.53,20,-,Freehold,1.35291312443482,103.835415866944,220 UPPER THOMSON ROAD THOMSON GARDEN ESTATE SINGAPORE 574352,3-10M,2-4k PSF
URBAN VISTA,TANAH MERAH KECHIL LINK,Retail,2023-05-01,526235,1397.0,376.74,16,01 to 05,99 yrs lease commencing from 2012,1.3276667701016,103.944745938969,2 TANAH MERAH KECHIL LINK URBAN VISTA SINGAPORE 465417,<1M,<2k PSF
URBAN VISTA,TANAH MERAH KECHIL LINK,Retail,2023-05-01,586260,1397.0,419.8,16,01 to 05,99 yrs lease commencing from 2012,1.3276667701016,103.944745938969,2 TANAH MERAH KECHIL LINK URBAN VISTA SINGAPORE 465417,<1M,<2k PSF
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2023-04-01,780000,2588.0,301.39,21,01 to 05,999 yrs lease commencing from 1883,1.34316475341698,103.776031354379,170 UPPER BUKIT TIMAH ROAD BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,<1M,2-4k PSF
CITY GATE,BEACH ROAD,Retail,2023-04-01,1657600,2800.0,592.02,7,B1 to B5,99 yrs lease commencing from 2014,1.30231590504573,103.862331661034,371 BEACH ROAD CITY GATE SINGAPORE 199597,1-3M,2-4k PSF
CONCORDE HOTEL AND SHOPPING MALL,ORCHARD ROAD,Retail,2023-04-01,1218000,3233.0,376.74,9,01 to 05,99 yrs lease commencing from 1979,1.30061437384276,103.842228045431,100 ORCHARD ROAD CONCORDE HOTEL AND SHOPPING MALL SINGAPORE 238840,1-3M,2-4k PSF
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,2023-04-01,4760000,3191.0,1491.89,14,-,Freehold,1.3149847652801,103.890506462049,739-1 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389650,3-10M,2-4k PSF
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,2023-04-01,1100000,2129.0,516.67,14,01 to 05,Freehold,1.3141912983094,103.891500511011,511 GUILLEMARD ROAD GRANDLINK SQUARE SINGAPORE 399849,1-3M,2-4k PSF
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,2023-04-01,435000,2377.0,182.99,14,01 to 05,Freehold,1.3141912983094,103.891500511011,511 GUILLEMARD ROAD GRANDLINK SQUARE SINGAPORE 399849,<1M,2-4k PSF
JUNCTION NINE,YISHUN AVENUE 9,Retail,2023-04-01,1862500,4676.0,398.27,27,01 to 05,99 yrs lease commencing from 2013,1.4331228398318,103.84166098599,18 YISHUN AVENUE 9 JUNCTION NINE SINGAPORE 768897,1-3M,4-7k PSF
JUNCTION NINE,YISHUN AVENUE 9,Retail,2023-04-01,1300000,5751.0,226.04,27,01 to 05,99 yrs lease commencing from 2013,1.4331228398318,103.84166098599,18 YISHUN AVENUE 9 JUNCTION NINE SINGAPORE 768897,1-3M,4-7k PSF
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,2023-04-01,4500000,6798.0,661.99,7,-,99 yrs lease commencing from 2003,1.30109715417334,103.860174752581,11 BUSSORAH STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199432,3-10M,4-7k PSF
ORCHARD PLAZA,ORCHARD ROAD,Retail,2023-04-01,518000,2674.0,193.75,9,01 to 05,99 yrs lease commencing from 1977,1.30502562565776,103.832957478209,320 ORCHARD ROAD SINGAPORE MARRIOTT TANG PLAZA HOTEL SINGAPORE 238865,<1M,2-4k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2023-04-01,780000,1725.0,452.09,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,<1M,<2k PSF
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,2023-04-01,1700000,4645.0,365.98,1,01 to 05,99 yrs lease commencing from 1968,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,1-3M,4-7k PSF
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,2023-04-01,2080000,4601.0,452.09,1,01 to 05,99 yrs lease commencing from 1968,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,1-3M,4-7k PSF
SOLITAIRE ON CECIL,CECIL STREET,Retail,2023-04-01,8178000,8733.0,936.47,1,01 to 05,Freehold,1.28052373415224,103.848501581262,148 CECIL STREET SOLITAIRE ON CECIL SINGAPORE 069974,3-10M,>7k PSF
SOLITAIRE ON CECIL,CECIL STREET,Retail,2023-04-01,5054400,5397.0,936.47,1,01 to 05,Freehold,1.28052373415224,103.848501581262,148 CECIL STREET SOLITAIRE ON CECIL SINGAPORE 069974,3-10M,4-7k PSF
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,2023-04-01,927888,2973.0,312.16,19,01 to 05,Freehold,1.35466521890966,103.876883622562,9 YIO CHU KANG ROAD SPACE @ KOVAN SINGAPORE 545523,<1M,2-4k PSF
SULTAN PLAZA,JALAN SULTAN,Retail,2023-04-01,1750000,2197.0,796.54,7,01 to 05,99 yrs lease commencing from 1978,1.30294528666428,103.861851786605,100 JALAN SULTAN GOLDEN SULTAN PLAZA SINGAPORE 199001,1-3M,2-4k PSF
TELOK AYER CONSERVATION AREA,STANLEY STREET,Shop House,2023-04-01,29000000,16776.0,1728.7,1,-,Freehold,1.27978465719004,103.847598399228,1 STANLEY STREET TELOK AYER CONSERVATION AREA SINGAPORE 068720,>10M,>7k PSF
TELOK AYER CONSERVATION AREA,AMOY STREET,Shop House,2023-04-01,21800000,11748.0,1855.71,1,-,999 yrs lease commencing from 1827,1.28207638324239,103.847926664999,20B AMOY STREET TELOK AYER CONSERVATION AREA SINGAPORE 069855,>10M,>7k PSF
THE BENCOOLEN,BENCOOLEN STREET,Retail,2023-04-01,1568000,6070.0,258.34,7,01 to 05,99 yrs lease commencing from 1995,1.30166188823652,103.853356123694,180 BENCOOLEN STREET THE BENCOOLEN SINGAPORE 189646,1-3M,4-7k PSF
THE GARDENS AT BISHAN,SIN MING WALK,Retail,2023-04-01,1125000,1771.0,635.08,20,01 to 05,99 yrs lease commencing from 1997,1.36398882755656,103.832454528024,1 SIN MING WALK THE GARDENS AT BISHAN SINGAPORE 575574,1-3M,<2k PSF
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,2023-04-01,485000,1877.0,258.34,19,01 to 05,Freehold,1.35348082277147,103.878828134896,756 UPPER SERANGOON ROAD UPPER SERANGOON SHOPPING CENTRE SINGAPORE 534626,<1M,<2k PSF
VISION EXCHANGE,VENTURE DRIVE,Retail,2023-04-01,1400000,4196.0,333.68,22,01 to 05,99 yrs lease commencing from 2013,1.33015172071471,103.744574631833,2 VENTURE DRIVE VISION EXCHANGE SINGAPORE 608526,1-3M,4-7k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2023-03-01,1560000,4831.0,322.92,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,4-7k PSF
FORTUNE CENTRE,MIDDLE ROAD,Retail,2023-03-01,1310000,2340.0,559.73,7,01 to 05,99 yrs lease commencing from 1980,1.30042241913975,103.852286627386,190 MIDDLE ROAD FORTUNE CENTRE SINGAPORE 188979,1-3M,2-4k PSF
HOLLAND VILLAGE,HOLLAND AVENUE,Shop House,2023-03-01,12700000,8446.0,1503.73,10,-,Freehold,1.31098227956022,103.795633795323,241 HOLLAND AVENUE HOLLAND VILLAGE SINGAPORE 278976,>10M,>7k PSF
HOLLAND VILLAGE,LORONG LIPUT,Shop House,2023-03-01,11600000,6769.0,1713.63,10,-,Freehold,1.31044135618414,103.795163515601,17A LORONG LIPUT HOLLAND VILLAGE SINGAPORE 277731,>10M,4-7k PSF
ICB SHOPPING CENTRE,YIO CHU KANG ROAD,Retail,2023-03-01,300000,1858.0,161.46,19,-,Freehold,1.35458411338872,103.877789977988,6 YIO CHU KANG ROAD ICB SHOPPING CENTRE SINGAPORE 545521,<1M,<2k PSF
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,2023-03-01,6450000,9728.0,663.06,7,-,999 yrs lease commencing from 1833,1.30052850102094,103.859027483541,9 BALI LANE KAMPONG GLAM CONSERVATION AREA SINGAPORE 189846,3-10M,>7k PSF
KAMPONG GLAM CONSERVATION AREA,NORTH BRIDGE ROAD,Shop House,2023-03-01,8280000,5495.0,1506.96,7,-,Freehold,1.30140177405083,103.858240245882,660 NORTH BRIDGE ROAD KAMPONG GLAM CONSERVATION AREA SINGAPORE 188797,3-10M,4-7k PSF
KEMBANGAN PLAZA,JALAN MASJID,Retail,2023-03-01,2050000,2645.0,775.01,14,B1 to B5,Freehold,1.32037255609864,103.912642849629,18 JALAN MASJID KEMBANGAN PLAZA SINGAPORE 418944,1-3M,2-4k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2023-03-01,2000000,7432.0,269.1,9,01 to 05,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,1-3M,>7k PSF
ORCHARD PLAZA,ORCHARD ROAD,Retail,2023-03-01,550000,2689.0,204.52,9,01 to 05,99 yrs lease commencing from 1977,1.30502562565776,103.832957478209,320 ORCHARD ROAD SINGAPORE MARRIOTT TANG PLAZA HOTEL SINGAPORE 238865,<1M,2-4k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2023-03-01,740000,1637.0,452.09,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,<1M,<2k PSF
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,2023-03-01,800000,3539.0,226.04,3,01 to 05,Freehold,1.28759518939869,103.803397287789,1 QUEENSWAY QUEENSWAY SHOPPING CENTRE SINGAPORE 149053,<1M,2-4k PSF
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,2023-03-01,8650000,5756.0,1502.65,19,-,999 yrs lease commencing from 1957,1.36217334688886,103.8727975957,7 SERANGOON GARDEN WAY SERANGOON GARDEN ESTATE SINGAPORE 555906,3-10M,4-7k PSF
SERANGOON GARDEN ESTATE,LICHFIELD ROAD,Shop House,2023-03-01,3800000,1803.0,2107.59,19,-,999 yrs lease commencing from 1953,1.36364218182276,103.870109423163,2 LICHFIELD ROAD SERANGOON GARDEN ESTATE SINGAPORE 556822,3-10M,<2k PSF
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,2023-03-01,5400000,2710.0,1992.42,19,-,Freehold,1.36217334688886,103.8727975957,7 SERANGOON GARDEN WAY SERANGOON GARDEN ESTATE SINGAPORE 555906,3-10M,2-4k PSF
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,2023-03-01,403000,5349.0,75.35,21,01 to 05,Freehold,1.34054847886549,103.773649129593,68 JALAN JURONG KECHIL SUITES AT BUKIT TIMAH SINGAPORE 596180,<1M,4-7k PSF
SULTAN PLAZA,JALAN SULTAN,Retail,2023-03-01,318000,1555.0,204.52,7,01 to 05,99 yrs lease commencing from 1978,1.30294528666428,103.861851786605,100 JALAN SULTAN GOLDEN SULTAN PLAZA SINGAPORE 199001,<1M,<2k PSF
THE COMMERZE@IRVING,IRVING PLACE,Retail,2023-03-01,535000,1775.0,301.39,13,01 to 05,60 yrs lease commencing from 2011,1.33623678708616,103.88643382511,1 IRVING PLACE THE COMMERZE@IRVING SINGAPORE 369546,<1M,<2k PSF
THE TROPICA,TAMPINES AVENUE 1,Retail,2023-03-01,465000,2400.0,193.75,18,01 to 05,99 yrs lease commencing from 1996,1.34887103413167,103.927857518694,51 TAMPINES AVENUE 1 THE TROPICA SINGAPORE 529771,<1M,2-4k PSF
VISION EXCHANGE,VENTURE DRIVE,Retail,2023-03-01,1383000,4589.0,301.39,22,01 to 05,99 yrs lease commencing from 2013,1.33015172071471,103.744574631833,2 VENTURE DRIVE VISION EXCHANGE SINGAPORE 608526,1-3M,4-7k PSF
BOAT QUAY CONSERVATION AREA,SOUTH BRIDGE ROAD,Shop House,2023-02-01,10500000,9041.0,1161.44,1,-,999 yrs lease commencing from 1831,1.28827143301483,103.848978584888,13 SOUTH BRIDGE ROAD BOAT QUAY CONSERVATION AREA SINGAPORE 058657,>10M,>7k PSF
EAST VILLAGE,UPPER CHANGI ROAD,Retail,2023-02-01,710000,2868.0,247.57,16,01 to 05,Freehold,1.3317758150305,103.946201241591,430 UPPER CHANGI ROAD EAST VILLAGE SINGAPORE 487048,<1M,2-4k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2023-02-01,1800000,5067.0,355.21,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,4-7k PSF
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,2023-02-01,7500000,5123.0,1463.9,14,-,Freehold,1.3149847652801,103.890506462049,739-1 GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389650,3-10M,4-7k PSF
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,2023-02-01,4800000,5240.0,916.02,7,-,99 yrs lease commencing from 1995,1.30183773068154,103.858845245064,100 ARAB STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199796,3-10M,4-7k PSF
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,2023-02-01,5090000,4080.0,1247.55,7,-,99 yrs lease commencing from 1952,1.30183773068154,103.858845245064,100 ARAB STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199796,3-10M,4-7k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2023-02-01,1448800,6118.0,236.81,9,B1 to B5,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,1-3M,4-7k PSF
OXLEY TOWER,ROBINSON ROAD,Retail,2023-02-01,500000,3871.0,129.17,1,01 to 05,Freehold,1.27870608494088,103.848418970551,138 ROBINSON ROAD OXLEY TOWER SINGAPORE 068906,<1M,2-4k PSF
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,2023-02-01,1050000,2379.0,441.32,7,01 to 05,99 yrs lease commencing from 1974,1.30064530196806,103.849448612005,35 SELEGIE ROAD PARKLANE SHOPPING MALL SINGAPORE 188307,1-3M,2-4k PSF
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,2023-02-01,1080000,2389.0,452.09,3,01 to 05,Freehold,1.28759518939869,103.803397287789,1 QUEENSWAY QUEENSWAY SHOPPING CENTRE SINGAPORE 149053,1-3M,2-4k PSF
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,2023-02-01,1900000,4903.0,387.5,7,01 to 05,99 yrs lease commencing from 1983,1.3030242605718,103.853037814067,1 ROCHOR CANAL ROAD SIM LIM SQUARE SINGAPORE 188504,1-3M,4-7k PSF
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,2023-02-01,450000,4645.0,96.88,21,01 to 05,Freehold,1.34054847886549,103.773649129593,68 JALAN JURONG KECHIL SUITES AT BUKIT TIMAH SINGAPORE 596180,<1M,4-7k PSF
TEXTILE CENTRE,JALAN SULTAN,Retail,2023-02-01,3311511,1050.0,3153.85,7,01 to 05,99 yrs lease commencing from 1970,1.30393835645617,103.861630792094,200 JALAN SULTAN TEXTILE CENTRE SINGAPORE 199018,3-10M,<2k PSF
THE CENTREPOINT,ORCHARD ROAD,Retail,2023-02-01,2578000,3373.0,764.24,9,01 to 05,99 yrs lease commencing from 1979,1.30200787412513,103.83977758311,176 ORCHARD ROAD THE CENTREPOINT SINGAPORE 238843,1-3M,2-4k PSF
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,2023-02-01,2037037,2426.0,839.59,15,01 to 05,Freehold,1.30948276318529,103.911720115974,308 TELOK KURAU ROAD VIBES @ EAST COAST SINGAPORE 423858,1-3M,2-4k PSF
VISION EXCHANGE,VENTURE DRIVE,Retail,2023-02-01,4200000,6503.0,645.84,22,01 to 05,99 yrs lease commencing from 2013,1.33015172071471,103.744574631833,2 VENTURE DRIVE VISION EXCHANGE SINGAPORE 608526,3-10M,4-7k PSF
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,2023-01-01,1180000,3224.0,365.98,7,01 to 05,999 yrs lease commencing from 1827,1.2981408343975,103.855635339249,470 NORTH BRIDGE ROAD BUGIS CUBE SINGAPORE 188735,1-3M,2-4k PSF
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,2023-01-01,1220000,3334.0,365.98,7,01 to 05,999 yrs lease commencing from 1827,1.2981408343975,103.855635339249,470 NORTH BRIDGE ROAD BUGIS CUBE SINGAPORE 188735,1-3M,2-4k PSF
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,2023-01-01,286000,2415.0,118.4,14,01 to 05,Freehold,1.3163342529209,103.900524938485,80 CHANGI ROAD CENTROPOD @ CHANGI SINGAPORE 419715,<1M,2-4k PSF
EVERITT EDGE,JOO CHIAT PLACE,Retail,2023-01-01,2468000,3698.0,667.37,15,01 to 05,Freehold,1.31376062248786,103.901762873018,83 JOO CHIAT PLACE EVERITT EDGE SINGAPORE 427800,1-3M,2-4k PSF
JUNCTION NINE,YISHUN AVENUE 9,Retail,2023-01-01,1135000,4585.0,247.57,27,01 to 05,99 yrs lease commencing from 2013,1.4331228398318,103.84166098599,18 YISHUN AVENUE 9 JUNCTION NINE SINGAPORE 768897,1-3M,4-7k PSF
OXLEY TOWER,ROBINSON ROAD,Retail,2023-01-01,776000,4005.0,193.75,1,01 to 05,Freehold,1.27870608494088,103.848418970551,138 ROBINSON ROAD OXLEY TOWER SINGAPORE 068906,<1M,4-7k PSF
OXLEY TOWER,ROBINSON ROAD,Retail,2023-01-01,798000,4119.0,193.75,1,01 to 05,Freehold,1.27870608494088,103.848418970551,138 ROBINSON ROAD OXLEY TOWER SINGAPORE 068906,<1M,4-7k PSF
SEMBAWANG COTTAGE,SEMBAWANG ROAD,Retail,2023-01-01,3270000,1973.0,1657.66,27,01 to 05,Freehold,1.42690781299771,103.826051896017,369 SEMBAWANG ROAD SEMBAWANG COTTAGE SINGAPORE 758382,3-10M,<2k PSF
SQUARE 2,SINARAN DRIVE,Retail,2023-01-01,2600000,3716.0,699.66,11,06 to 10,99 yrs lease commencing from 2002,1.32070510956845,103.844160709661,10 SINARAN DRIVE SQUARE 2 SINGAPORE 307506,1-3M,2-4k PSF
SULTAN PLAZA,JALAN SULTAN,Retail,2023-01-01,600000,1327.0,452.09,7,01 to 05,99 yrs lease commencing from 1978,1.30294528666428,103.861851786605,100 JALAN SULTAN GOLDEN SULTAN PLAZA SINGAPORE 199001,<1M,<2k PSF
TELOK AYER CONSERVATION AREA,SOUTH BRIDGE ROAD,Shop House,2023-01-01,15200000,10225.0,1486.51,1,-,Freehold,1.28818596400048,103.848527266426,32C SOUTH BRIDGE ROAD TELOK AYER CONSERVATION AREA SINGAPORE 058667,>10M,>7k PSF
THE CENTRAL,EU TONG SEN STREET,Retail,2023-01-01,4426000,3046.0,1453.14,1,11 to 15,99 yrs lease commencing from 2001,1.28883856248204,103.846558024744,6 EU TONG SEN STREET THE CENTRAL SINGAPORE 059817,3-10M,2-4k PSF
THE CENTRAL,EU TONG SEN STREET,Retail,2023-01-01,3674000,3048.0,1205.57,1,11 to 15,99 yrs lease commencing from 2001,1.28883856248204,103.846558024744,6 EU TONG SEN STREET THE CENTRAL SINGAPORE 059817,3-10M,2-4k PSF
THE LENOX,CHANGI ROAD,Retail,2023-01-01,1000640,2582.0,387.5,14,01 to 05,Freehold,1.31824376273926,103.911351165333,396 CHANGI ROAD THE LENOX SINGAPORE 415899,1-3M,2-4k PSF
THE PETALS,HILLVIEW AVENUE,Retail,2023-01-01,680000,1373.0,495.14,23,01 to 05,Freehold,1.35367420580184,103.760549872644,85 HILLVIEW AVENUE THE PETALS SINGAPORE 669587,<1M,<2k PSF
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,2023-01-01,530000,2052.0,258.34,19,01 to 05,Freehold,1.35530904178242,103.887857183262,183 JALAN PELIKAT THE PROMENADE@PELIKAT SINGAPORE 537643,<1M,2-4k PSF
VIVA VISTA,SOUTH BUONA VISTA ROAD,Retail,2023-01-01,310000,1800.0,172.22,5,B1 to B5,Freehold,1.27980322314972,103.78590960328,3 SOUTH BUONA VISTA ROAD VIVA VISTA SINGAPORE 118136,<1M,<2k PSF
BOON COURT,STILL ROAD,Retail,2022-12-01,2900000,3499.0,828.83,15,-,Freehold,1.31537658111476,103.905462947954,155 STILL ROAD BOON COURT SINGAPORE 423992,1-3M,2-4k PSF
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2022-12-01,520000,2842.0,182.99,21,01 to 05,999 yrs lease commencing from 1883,1.34316475341698,103.776031354379,170 UPPER BUKIT TIMAH ROAD BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,<1M,2-4k PSF
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,2022-12-01,560000,3060.0,182.99,21,01 to 05,999 yrs lease commencing from 1883,1.34316475341698,103.776031354379,170 UPPER BUKIT TIMAH ROAD BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,<1M,2-4k PSF
KAMPONG GLAM CONSERVATION AREA,BAGHDAD STREET,Shop House,2022-12-01,9600000,5982.0,1604.91,7,-,99 yrs lease commencing from 1995,1.30110002421987,103.859479490532,5 BAGHDAD STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199648,3-10M,4-7k PSF
KAP,KING ALBERT PARK,Retail,2022-12-01,2200000,3586.0,613.55,21,01 to 05,Freehold,1.3369739915192,103.779316558394,9 KING ALBERT PARK EAGLEWINGS CINEMATICS @ KAP SINGAPORE 598332,1-3M,2-4k PSF
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,2022-12-01,880000,2637.0,333.68,15,B1 to B5,Freehold,1.3040973115095,103.901515916971,865 MOUNTBATTEN ROAD KATONG SHOPPING CENTRE SINGAPORE 437844,<1M,2-4k PSF
LE REGAL,GEYLANG ROAD,Retail,2022-12-01,310000,2880.0,107.64,14,01 to 05,Freehold,1.31250268727998,103.880368117228,340 GEYLANG ROAD LE REGAL SINGAPORE 389365,<1M,2-4k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2022-12-01,2803738,5209.0,538.2,9,01 to 05,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,1-3M,4-7k PSF
LUCKY PLAZA,ORCHARD ROAD,Retail,2022-12-01,1395000,3503.0,398.27,9,06 to 10,Freehold,1.30450604646634,103.833962339817,304 ORCHARD ROAD LUCKY PLAZA SINGAPORE 238863,1-3M,2-4k PSF
ORIENTAL VENTURE BUILDING,GEYLANG ROAD,Retail,2022-12-01,1300000,1184.0,1097.93,14,01 to 05,Freehold,1.31487379175539,103.889947604393,711 GEYLANG ROAD ORIENTAL VENTURE BUILDING SINGAPORE 389626,1-3M,<2k PSF
ORIENTAL VENTURE BUILDING,GEYLANG ROAD,Retail,2022-12-01,1500000,1106.0,1356.26,14,01 to 05,Freehold,1.31487379175539,103.889947604393,711 GEYLANG ROAD ORIENTAL VENTURE BUILDING SINGAPORE 389626,1-3M,<2k PSF
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,2022-12-01,1150000,2374.0,484.38,1,01 to 05,99 yrs lease commencing from 1968,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,1-3M,2-4k PSF
SEMBAWANG PARK,SEMBAWANG ROAD,Shop House,2022-12-01,3300000,1917.0,1721.16,27,-,Freehold,1.4263224064601,103.825838212348,357 SEMBAWANG ROAD GOODLINK PARK SINGAPORE 758376,3-10M,<2k PSF
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,2022-12-01,660000,2271.0,290.63,7,01 to 05,99 yrs lease commencing from 1981,1.30197196437956,103.857804288546,390 VICTORIA STREET THE GOLDEN LANDMARK SINGAPORE 188061,<1M,2-4k PSF
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,2022-12-01,740000,2292.0,322.92,7,01 to 05,99 yrs lease commencing from 1981,1.30197196437956,103.857804288546,390 VICTORIA STREET THE GOLDEN LANDMARK SINGAPORE 188061,<1M,2-4k PSF
15 SCOTTS,SCOTTS ROAD,Retail,2022-11-01,10057916,4028.0,2497.25,9,06 to 10,Freehold,1.30788492696723,103.83273062786,15 SCOTTS ROAD 15 SCOTTS SINGAPORE 228218,>10M,4-7k PSF
77 @ EAST COAST,UPPER EAST COAST ROAD,Retail,2022-11-01,4000000,2636.0,1517.72,15,01 to 05,Freehold,1.31336356489796,103.927394321393,77 UPPER EAST COAST ROAD 77 @ EAST COAST SINGAPORE 455218,3-10M,2-4k PSF
BALESTIER POINT,BALESTIER ROAD,Retail,2022-11-01,408000,2230.0,182.99,12,01 to 05,Freehold,1.32281193728737,103.852026274201,279 BALESTIER ROAD BALESTIER POINT SINGAPORE 329727,<1M,2-4k PSF
BOAT QUAY CONSERVATION AREA,BOAT QUAY,Retail,2022-11-01,19026000,4627.0,4111.85,1,-,999 yrs lease commencing from 1826,1.28814297750701,103.848933996224,1 CIRCULAR ROAD BOAT QUAY CONSERVATION AREA SINGAPORE 049357,>10M,4-7k PSF
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,2022-11-01,16899988,2306.0,7330.28,7,06 to 10,999 yrs lease commencing from 1827,1.2981408343975,103.855635339249,470 NORTH BRIDGE ROAD BUGIS CUBE SINGAPORE 188735,>10M,2-4k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2022-11-01,6200000,4965.0,1248.62,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,3-10M,4-7k PSF
FAR EAST PLAZA,SCOTTS ROAD,Retail,2022-11-01,1570000,5030.0,312.16,9,01 to 05,Freehold,1.30717698071189,103.833792932243,14 SCOTTS ROAD FAR EAST PLAZA SINGAPORE 228213,1-3M,4-7k PSF
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,2022-11-01,1560000,3917.0,398.27,7,01 to 05,99 yrs lease commencing from 1980,1.30151258571919,103.854497235401,149 ROCHOR ROAD FU LU SHOU COMPLEX SINGAPORE 188425,1-3M,2-4k PSF
JUNCTION NINE,YISHUN AVENUE 9,Retail,2022-11-01,1345000,3377.0,398.27,27,01 to 05,99 yrs lease commencing from 2013,1.4331228398318,103.84166098599,18 YISHUN AVENUE 9 JUNCTION NINE SINGAPORE 768897,1-3M,2-4k PSF
JUNCTION NINE,YISHUN AVENUE 9,Retail,2022-11-01,1080000,3344.0,322.92,27,01 to 05,99 yrs lease commencing from 2013,1.4331228398318,103.84166098599,18 YISHUN AVENUE 9 JUNCTION NINE SINGAPORE 768897,1-3M,2-4k PSF
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,2022-11-01,3300000,4702.0,701.81,7,-,99 yrs lease commencing from 2003,1.30109715417334,103.860174752581,11 BUSSORAH STREET KAMPONG GLAM CONSERVATION AREA SINGAPORE 199432,3-10M,4-7k PSF
